Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Country,Age_Group
99-771-9310,37,Female,High,Widowed,Master's,Middle,Vitoria-Gasteiz,Food & Beverages,399.95,10,In-Store,2,1,0.0,Low,Not Sensitive,1,2,High,Smartphone,Cash,2024-03-07,True,False,Need-based,Express,10,Unknown,36-45
57-000-8646,41,Female,High,Widowed,Master's,Middle,Purwa,Jewelry & Accessories,204.83,6,In-Store,5,1,0.0,High,Very Sensitive,1,5,Medium,Smartphone,Debit Card,2024-04-22,True,False,Wants-based,Standard,5,Unknown,36-45
53-070-2625,46,Male,High,Married,Master's,Middle,Embu Guaçu,Mobile Accessories,460.37,10,Online,5,4,2.0,Low,Very Sensitive,2,7,High,Desktop,Credit Card,2024-07-13,True,True,Wants-based,Express,12,Unknown,46-55
64-120-6212,31,Male,Middle,Single,Bachelor's,Middle,Fubin,Books,389.47,4,In-Store,5,3,2.0,Low,Not Sensitive,1,9,High,Desktop,Credit Card,2024-02-11,True,True,Wants-based,Standard,6,Unknown,26-35
01-404-3425,38,Male,High,Single,Master's,High,Talshand,Home Appliances,370.05,11,Mixed,5,3,0.0,Medium,Very Sensitive,1,10,High,Smartphone,Cash,2024-10-30,True,True,Impulsive,No Preference,10,Unknown,36-45
22-053-4627,30,Female,High,Married,High School,High,Kamárai,Food & Beverages,472.53,11,Online,4,1,1.0,Medium,Somewhat Sensitive,2,7,Medium,Smartphone,Debit Card,2024-04-30,False,False,Wants-based,Express,4,Unknown,26-35
09-258-0424,45,Female,Middle,Married,High School,Middle,Ettelbruck,Home Appliances,407.29,3,In-Store,5,5,0.0,Low,Not Sensitive,0,5,Low,Tablet,Other,2024-11-25,False,False,Planned,Express,3,Unknown,36-45
05-506-7216,36,Male,High,Single,Bachelor's,Middle,Don Carlos,Animal Feed,352.35,4,Online,2,2,0.0,Low,Very Sensitive,1,1,Low,Smartphone,Credit Card,2024-06-20,False,False,Planned,Express,14,PH,36-45
47-356-9730,25,Female,High,Single,High School,High,Seleuš,Books,441.73,12,Online,1,4,2.0,Low,Somewhat Sensitive,0,8,Medium,Smartphone,Credit Card,2024-02-04,True,False,Planned,Standard,8,Unknown,18-25
42-898-6421,21,Female,High,Divorced,High School,Middle,Cervantes,Luxury Goods,105.95,12,Mixed,1,4,2.0,Low,Very Sensitive,1,7,Medium,Desktop,Cash,2024-08-04,False,False,Impulsive,Standard,11,Unknown,18-25
67-438-2378,29,Female,Middle,Divorced,High School,High,Honolulu,Jewelry & Accessories,217.62,3,Online,5,2,1.0,High,Very Sensitive,2,3,Low,Smartphone,PayPal,2024-02-14,False,True,Impulsive,No Preference,5,US,26-35
84-162-8799,43,Male,Middle,Widowed,High School,High,Khilok,Jewelry & Accessories,385.08,7,In-Store,2,4,1.0,High,Somewhat Sensitive,1,1,Low,Tablet,Debit Card,2024-11-12,False,True,Impulsive,No Preference,1,Unknown,36-45
51-546-9992,33,Male,High,Widowed,Master's,Middle,Cimara,Hotels,181.1,2,Online,2,5,2.0,Low,Not Sensitive,2,7,Low,Tablet,Credit Card,2024-12-26,False,False,Impulsive,No Preference,5,Unknown,26-35
45-776-7217,37,Female,Middle,Divorced,Bachelor's,High,Binagadi,Baby Products,140.87,8,In-Store,3,3,2.0,Low,Not Sensitive,2,7,Medium,Tablet,Other,2024-03-03,True,False,Impulsive,No Preference,9,Unknown,36-45
71-354-5174,34,Female,High,Single,Master's,High,Tsuen Wan,Software & Apps,151.25,2,In-Store,2,5,0.0,Medium,Somewhat Sensitive,1,8,Medium,Tablet,Debit Card,2024-04-20,True,False,Planned,No Preference,10,HK,26-35
05-975-6985,27,Male,High,Divorced,Master's,Middle,Banjar Batanpoh,Hotels,171.52,3,Mixed,5,5,2.0,Medium,Very Sensitive,1,9,Medium,Smartphone,Cash,2024-08-21,True,True,Planned,Standard,12,Unknown,26-35
42-859-2475,40,Male,Middle,Widowed,Master's,High,Yenakiyeve,Sports & Outdoors,399.56,10,Online,4,2,1.0,Low,Not Sensitive,0,4,Medium,Desktop,Cash,2024-10-21,True,True,Need-based,No Preference,1,Unknown,36-45
21-048-8669,37,Other,Middle,Single,Bachelor's,Middle,Pantenan,Food & Beverages,247.05,8,In-Store,3,2,1.0,Low,Somewhat Sensitive,1,8,High,Desktop,Cash,2024-05-25,False,False,Wants-based,Standard,2,Unknown,36-45
68-512-0568,40,Female,High,Married,Master's,Middle,Wolfsberg,Books,474.03,7,In-Store,3,1,1.0,Medium,Somewhat Sensitive,0,6,High,Desktop,Other,2024-08-03,True,True,Need-based,Standard,13,Unknown,36-45
18-633-9387,27,Male,Middle,Married,Bachelor's,High,San Bautista,Animal Feed,106.96,6,In-Store,3,1,2.0,Low,Not Sensitive,0,7,Medium,Tablet,Debit Card,2024-03-09,True,True,Impulsive,Standard,3,Unknown,26-35
97-738-8095,45,Other,High,Single,Bachelor's,High,Lonpao Dajah,Health Supplements,461.16,8,Mixed,1,4,1.0,High,Not Sensitive,0,3,Medium,Smartphone,Other,2024-02-29,True,True,Planned,Express,14,Unknown,36-45
92-142-4328,45,Female,Middle,Married,Master's,Middle,San Carlos,Health Care,492.83,5,Online,2,1,0.0,High,Very Sensitive,0,4,High,Tablet,Debit Card,2024-03-02,True,False,Need-based,No Preference,2,VE,36-45
59-261-4453,40,Male,High,Widowed,High School,High,Oguma,Furniture,494.81,9,Mixed,2,4,1.0,Medium,Very Sensitive,1,7,Medium,Tablet,PayPal,2024-05-26,True,True,Need-based,Standard,6,Unknown,36-45
27-100-0661,29,Male,High,Divorced,Master's,High,Las Lomas,Animal Feed,206.79,5,In-Store,1,3,2.0,High,Very Sensitive,1,2,Low,Tablet,Credit Card,2024-08-21,False,False,Planned,Standard,4,Unknown,26-35
63-304-1852,21,Male,High,Widowed,Master's,High,Iñapari,Sports & Outdoors,188.17,9,Online,5,5,0.0,Medium,Not Sensitive,1,5,Low,Desktop,Debit Card,2024-05-26,True,False,Need-based,Standard,9,Unknown,18-25
53-843-5619,38,Female,High,Single,High School,High,Orsay,Gardening & Outdoors,83.21,10,Online,4,3,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,2024-03-20,False,False,Impulsive,Standard,7,FR,36-45
45-631-4619,49,Female,High,Divorced,Master's,High,Bayḩān,Office Supplies,371.12,8,Online,5,1,2.0,High,Somewhat Sensitive,1,7,Low,Smartphone,PayPal,2024-08-23,False,True,Wants-based,No Preference,8,Unknown,46-55
20-421-2544,24,Male,High,Married,High School,High,Kyŏngsŏng,Books,185.83,11,In-Store,4,2,2.0,Low,Not Sensitive,2,9,Medium,Desktop,Other,2024-10-17,False,True,Impulsive,Standard,1,KP,18-25
37-100-8709,27,Male,High,Divorced,Master's,Middle,Turinsk,Office Supplies,117.13,7,Mixed,1,1,2.0,High,Somewhat Sensitive,1,10,High,Smartphone,Credit Card,2024-08-08,True,True,Planned,Express,6,RU,26-35
78-361-5100,44,Female,Middle,Married,Master's,High,As Sawdā,Office Supplies,52.24,11,In-Store,3,1,0.0,Low,Not Sensitive,2,4,High,Smartphone,Credit Card,2024-12-12,True,True,Impulsive,Standard,8,Unknown,36-45
67-676-5945,28,Female,High,Married,Bachelor's,High,Legaspi,Baby Products,446.69,7,In-Store,4,5,2.0,Medium,Somewhat Sensitive,1,5,High,Smartphone,Cash,2024-06-12,False,True,Planned,No Preference,13,PH,26-35
67-639-5838,23,Male,Middle,Married,High School,Middle,Shimorskoye,Packages),216.84,5,In-Store,4,3,1.0,Low,Somewhat Sensitive,1,1,Low,Tablet,PayPal,2024-03-28,False,False,Planned,Express,5,Unknown,18-25
77-031-4898,21,Male,Middle,Widowed,Bachelor's,High,Tancheng,Software & Apps,320.5,10,In-Store,3,4,2.0,Low,Somewhat Sensitive,0,9,Low,Tablet,Cash,2024-03-01,True,False,Need-based,Express,9,Unknown,18-25
96-140-1936,30,Male,Middle,Married,Bachelor's,Middle,Baihe,Luxury Goods,477.35,4,Online,2,5,0.0,High,Very Sensitive,1,2,Low,Desktop,PayPal,2024-12-28,False,False,Need-based,No Preference,14,CN,26-35
38-830-6976,31,Male,High,Widowed,Master's,Middle,Puqi,Baby Products,86.63,10,Mixed,3,1,2.0,Medium,Somewhat Sensitive,2,2,Low,Tablet,Cash,2024-09-02,True,False,Wants-based,Express,3,CN,26-35
79-711-6779,34,Female,High,Widowed,High School,High,Hoolt,Gardening & Outdoors,429.24,7,Mixed,3,5,1.0,High,Not Sensitive,0,1,Low,Tablet,Debit Card,2024-03-27,False,False,Need-based,No Preference,10,Unknown,26-35
22-860-9860,24,Female,High,Married,High School,High,Pasinan Barat,Home Appliances,470.38,8,Mixed,2,4,0.0,Medium,Not Sensitive,2,3,High,Smartphone,Other,2024-11-11,True,True,Impulsive,Standard,9,Unknown,18-25
20-939-3906,40,Female,High,Married,High School,Middle,Nanchangshan,Electronics,130.84,4,Online,5,5,2.0,Medium,Very Sensitive,2,10,Low,Tablet,PayPal,2024-09-13,True,True,Need-based,Standard,13,Unknown,36-45
86-390-9555,48,Male,Middle,Single,Master's,High,Pegões,Groceries,436.54,12,Online,3,3,0.0,Medium,Very Sensitive,1,8,Low,Smartphone,Debit Card,2024-05-30,True,False,Wants-based,No Preference,9,Unknown,46-55
62-974-7965,30,Female,High,Divorced,Bachelor's,High,Újezd,Travel & Leisure (Flights,58.27,2,In-Store,5,4,1.0,Medium,Somewhat Sensitive,1,4,Medium,Smartphone,Cash,2024-10-15,False,True,Need-based,No Preference,13,Unknown,26-35
99-945-7193,24,Female,Middle,Single,Master's,High,Lemery,Hotels,254.29,9,Mixed,5,4,0.0,Medium,Somewhat Sensitive,1,7,Low,Smartphone,Cash,2024-04-30,False,False,Impulsive,Express,3,Unknown,18-25
91-053-3261,49,Male,Middle,Divorced,Bachelor's,High,Youcheng,Sports & Outdoors,435.52,9,Online,5,3,2.0,High,Not Sensitive,1,2,Medium,Desktop,Debit Card,2024-11-12,True,False,Impulsive,No Preference,11,Unknown,46-55
89-754-7244,45,Male,High,Widowed,Master's,Middle,El Caño,Mobile Accessories,161.34,3,Mixed,2,3,2.0,High,Very Sensitive,1,8,Medium,Tablet,Credit Card,2024-09-28,True,False,Impulsive,No Preference,4,Unknown,36-45
56-072-7011,19,Male,High,Single,Master's,High,Heemstede,Mobile Accessories,167.67,11,In-Store,5,2,1.0,High,Very Sensitive,0,6,Medium,Smartphone,Credit Card,2024-03-18,False,True,Need-based,Express,5,NL,18-25
03-102-0288,21,Male,Middle,Married,Master's,Middle,San Isidro,Furniture,156.48,7,In-Store,5,1,0.0,Low,Not Sensitive,2,5,Medium,Desktop,Other,2024-03-13,False,True,Wants-based,No Preference,4,PE,18-25
24-272-6205,39,Other,High,Divorced,Master's,High,Cigadog,Packages),161.85,9,In-Store,5,3,0.0,High,Very Sensitive,0,4,Medium,Smartphone,Other,2024-04-25,True,False,Need-based,No Preference,10,Unknown,36-45
73-259-8940,34,Female,Middle,Widowed,Bachelor's,Middle,Masoyila,Hotels,315.03,4,Online,1,5,0.0,High,Very Sensitive,1,6,Low,Tablet,PayPal,2024-11-10,True,False,Planned,Express,2,Unknown,26-35
77-796-5786,42,Male,Middle,Single,Master's,High,Beiyuan,Furniture,330.36,12,In-Store,5,5,1.0,Low,Very Sensitive,1,4,Low,Tablet,Other,2024-06-29,True,True,Need-based,No Preference,3,Unknown,36-45
62-797-9254,35,Female,High,Widowed,High School,High,At-Bashi,Home Appliances,289.28,9,Online,3,5,1.0,High,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,2024-06-29,False,True,Wants-based,Express,13,Unknown,26-35
01-799-2615,45,Male,Middle,Married,High School,Middle,Limoges,Furniture,64.5,7,In-Store,3,4,1.0,High,Somewhat Sensitive,1,7,High,Desktop,Credit Card,2024-07-28,True,False,Wants-based,No Preference,13,FR,36-45
82-133-0444,43,Male,High,Married,Bachelor's,Middle,Hägersten,Groceries,436.57,4,Mixed,5,3,1.0,High,Not Sensitive,2,10,Low,Desktop,Debit Card,2024-02-02,False,False,Wants-based,Standard,3,Unknown,36-45
49-037-2300,31,Female,Middle,Single,High School,Middle,Eslāmābād,Clothing,278.21,3,Mixed,5,1,2.0,Low,Somewhat Sensitive,0,7,Low,Tablet,Other,2024-10-22,True,False,Need-based,No Preference,14,Unknown,26-35
95-876-9757,31,Female,High,Married,Master's,High,Emar,Health Supplements,344.43,7,Online,3,5,0.0,Medium,Not Sensitive,2,4,Medium,Desktop,Credit Card,2024-07-12,True,False,Impulsive,Standard,5,Unknown,26-35
47-947-4888,26,Male,High,Single,Master's,High,Baisha,Baby Products,326.08,11,In-Store,4,3,2.0,Medium,Not Sensitive,2,6,Medium,Tablet,PayPal,2024-06-30,True,True,Impulsive,Express,8,CN,26-35
83-003-2165,49,Male,High,Married,Bachelor's,Middle,Magdalena,Gardening & Outdoors,437.97,8,Online,4,2,0.0,High,Not Sensitive,0,7,Medium,Tablet,Debit Card,2024-04-02,True,True,Need-based,Express,12,MX,46-55
27-619-9264,23,Male,High,Single,Master's,High,Göteborg,Packages),391.87,3,Online,1,4,2.0,High,Very Sensitive,0,2,Medium,Desktop,Cash,2024-02-16,True,False,Planned,Standard,6,SE,18-25
64-803-7087,32,Male,Middle,Single,Bachelor's,High,São João dos Inhamuns,Groceries,251.54,9,Online,5,1,0.0,High,Not Sensitive,2,10,Low,Desktop,PayPal,2024-10-09,True,False,Impulsive,No Preference,1,BR,26-35
01-925-4021,37,Female,Middle,Single,High School,Middle,Tambaksari,Electronics,292.08,7,In-Store,3,2,1.0,High,Somewhat Sensitive,2,9,Low,Smartphone,Credit Card,2024-04-09,False,False,Need-based,Standard,11,Unknown,36-45
96-484-1000,26,Male,Middle,Married,Bachelor's,High,Xiangshan,Gardening & Outdoors,258.02,2,In-Store,3,2,1.0,Low,Very Sensitive,2,4,High,Desktop,PayPal,2024-11-08,True,True,Need-based,Express,13,Unknown,26-35
07-834-3350,29,Female,High,Single,Master's,Middle,San Luis,Gardening & Outdoors,181.87,12,Mixed,4,1,1.0,Medium,Not Sensitive,2,4,High,Desktop,Debit Card,2024-09-01,False,True,Wants-based,No Preference,11,US,26-35
11-802-5604,26,Male,High,Divorced,High School,Middle,Zengfu,Groceries,81.18,8,Online,4,5,1.0,Low,Not Sensitive,2,3,High,Tablet,Cash,2024-05-17,False,False,Impulsive,Express,3,CN,26-35
86-257-9581,30,Male,High,Single,Bachelor's,Middle,Wādī as Salqā,Gardening & Outdoors,497.76,2,In-Store,1,2,2.0,High,Very Sensitive,2,3,Medium,Smartphone,Credit Card,2024-03-08,True,True,Wants-based,No Preference,4,Unknown,26-35
22-981-6595,26,Female,High,Single,High School,High,Wasagu,Furniture,227.58,5,Online,4,2,1.0,High,Not Sensitive,0,1,Low,Tablet,Credit Card,2024-07-13,True,False,Need-based,No Preference,11,Unknown,26-35
31-927-7787,40,Male,High,Married,High School,High,Esmeralda,Baby Products,422.09,3,In-Store,4,1,1.0,High,Not Sensitive,0,9,Medium,Tablet,PayPal,2024-03-31,True,False,Need-based,Standard,7,CU,36-45
46-098-9737,35,Male,Middle,Married,Master's,High,Chivilcoy,Gardening & Outdoors,411.83,2,In-Store,2,3,2.0,High,Not Sensitive,1,3,Medium,Tablet,PayPal,2024-04-28,True,True,Impulsive,Standard,10,AR,26-35
02-676-9312,44,Female,High,Single,Bachelor's,High,Araci,Mobile Accessories,191.21,7,Mixed,5,4,1.0,Low,Very Sensitive,2,6,Low,Smartphone,Debit Card,2024-04-04,False,False,Need-based,No Preference,13,BR,36-45
28-969-7540,44,Female,High,Married,Master's,Middle,Kuçovë,Electronics,136.67,3,Online,3,1,1.0,Low,Somewhat Sensitive,0,2,High,Desktop,PayPal,2024-06-20,False,True,Impulsive,Standard,1,AL,36-45
14-364-4904,43,Male,High,Widowed,Master's,High,Guéret,Electronics,295.6,10,Online,1,2,1.0,High,Somewhat Sensitive,0,9,Low,Desktop,Credit Card,2024-05-20,True,True,Need-based,Standard,5,FR,36-45
08-652-2085,48,Male,Middle,Single,Master's,High,Postřekov,Animal Feed,227.03,9,In-Store,4,4,2.0,Low,Not Sensitive,2,7,High,Tablet,Other,2024-04-09,True,True,Need-based,No Preference,4,Unknown,46-55
09-737-8354,37,Female,Middle,Widowed,High School,High,Tandahimba,Animal Feed,173.43,4,In-Store,3,3,0.0,Medium,Not Sensitive,2,1,Low,Desktop,PayPal,2024-05-27,True,True,Need-based,No Preference,14,TZ,36-45
12-417-5609,29,Female,Middle,Widowed,High School,Middle,Iwade,Baby Products,462.96,2,Online,4,2,0.0,High,Very Sensitive,2,6,High,Tablet,Cash,2024-07-01,True,False,Planned,No Preference,3,JP,26-35
33-609-0598,29,Female,High,Single,Master's,Middle,Xinzha,Luxury Goods,336.89,4,Online,2,1,2.0,Medium,Very Sensitive,1,7,High,Smartphone,Credit Card,2024-06-17,False,False,Planned,Express,9,Unknown,26-35
45-337-1798,26,Male,Middle,Married,Bachelor's,Middle,Al Qārah,Baby Products,337.17,8,In-Store,5,5,0.0,Low,Not Sensitive,1,6,Medium,Tablet,Credit Card,2024-07-26,False,True,Wants-based,No Preference,3,Unknown,26-35
67-323-7406,35,Female,High,Married,High School,High,Yuyangguan,Electronics,197.7,7,Mixed,3,5,2.0,High,Somewhat Sensitive,1,6,Medium,Desktop,Cash,2024-09-27,False,False,Need-based,Standard,9,Unknown,26-35
40-149-8247,23,Male,Middle,Married,Bachelor's,Middle,Qiman,Home Appliances,336.96,2,In-Store,5,2,2.0,High,Not Sensitive,0,7,Low,Tablet,PayPal,2024-09-05,True,True,Impulsive,No Preference,7,Unknown,18-25
17-763-9416,32,Female,High,Single,High School,Middle,Tsibulev,Software & Apps,455.55,8,Mixed,4,4,1.0,High,Somewhat Sensitive,0,6,High,Desktop,PayPal,2024-10-29,False,False,Planned,No Preference,10,Unknown,26-35
40-199-1803,42,Male,High,Single,High School,Middle,Ku‘aydinah,Health Supplements,361.4,2,In-Store,2,5,1.0,Medium,Somewhat Sensitive,0,5,Medium,Desktop,Credit Card,2024-12-21,False,True,Impulsive,No Preference,7,Unknown,36-45
09-332-0236,47,Female,Middle,Divorced,Master's,Middle,San Marcos,Baby Products,51.86,4,Mixed,3,5,0.2,Medium,Not Sensitive,2,6,High,Tablet,Credit Card,2024-12-25,False,True,Need-based,No Preference,6,US,46-55
46-662-1571,40,Female,Middle,Widowed,Master's,Middle,La Laja,Packages),300.73,8,Online,4,2,1.0,Low,Somewhat Sensitive,2,9,High,Desktop,Cash,2024-03-31,True,True,Need-based,No Preference,10,Unknown,36-45
20-699-9217,28,Female,High,Married,High School,Middle,San Juan del Cesar,Packages),356.87,12,Mixed,1,4,0.0,High,Not Sensitive,1,9,Medium,Smartphone,Debit Card,2024-10-12,False,True,Impulsive,Standard,10,CO,26-35
26-150-0209,28,Male,Middle,Widowed,High School,Middle,Taiyigong,Clothing,82.37,6,Mixed,1,1,1.0,Medium,Not Sensitive,0,4,Medium,Smartphone,Credit Card,2024-12-25,False,False,Impulsive,Standard,2,Unknown,26-35
94-985-5336,29,Female,High,Divorced,Bachelor's,High,Gävle,Clothing,372.6,3,Mixed,4,5,1.0,High,Very Sensitive,2,6,Low,Tablet,PayPal,2024-01-11,True,True,Planned,Express,10,SE,26-35
97-715-3606,29,Female,Middle,Widowed,High School,High,Tayabamba,Animal Feed,78.32,9,Online,2,4,2.0,Low,Somewhat Sensitive,2,10,Low,Smartphone,PayPal,2024-07-29,False,True,Need-based,Standard,7,Unknown,26-35
02-100-4320,32,Female,High,Single,Master's,High,Majennang,Baby Products,71.72,12,Online,3,5,1.0,High,Somewhat Sensitive,2,5,Low,Tablet,PayPal,2024-01-11,True,True,Wants-based,Express,13,Unknown,26-35
62-644-8183,50,Female,Middle,Married,Master's,High,Haradok,Toys & Games,490.41,7,Online,3,5,1.0,Medium,Very Sensitive,1,10,Low,Tablet,Other,2024-10-22,True,False,Planned,Standard,5,Unknown,46-55
59-971-0799,48,Male,Middle,Divorced,Bachelor's,High,Vichuga,Health Supplements,476.42,7,In-Store,1,1,1.0,High,Very Sensitive,0,2,High,Desktop,Debit Card,2024-09-09,True,False,Need-based,Standard,2,RU,46-55
64-031-2046,29,Female,High,Divorced,Master's,High,Luci,Beauty & Personal Care,392.27,5,Mixed,4,5,1.0,High,Not Sensitive,0,2,Low,Tablet,Other,2024-07-17,True,False,Wants-based,No Preference,7,Unknown,26-35
62-720-2922,30,Male,High,Widowed,Bachelor's,High,Cabanas,Home Appliances,244.47,5,Online,3,4,1.0,High,Very Sensitive,1,5,Low,Smartphone,Cash,2024-06-23,False,False,Impulsive,No Preference,4,Unknown,26-35
47-528-3961,24,Male,High,Married,Master's,High,Faīẕābād,Gardening & Outdoors,251.63,9,Online,3,1,0.0,Low,Not Sensitive,0,2,High,Desktop,Credit Card,2024-08-23,True,True,Need-based,Express,10,Unknown,18-25
21-808-2293,30,Male,Middle,Divorced,Bachelor's,Middle,Sukumo,Toys & Games,431.78,12,Online,1,3,1.0,Medium,Very Sensitive,1,8,Low,Smartphone,PayPal,2024-02-15,True,False,Impulsive,No Preference,7,JP,26-35
25-866-7286,30,Female,Middle,Divorced,Master's,High,Carrefour,Electronics,211.39,10,Online,4,5,1.0,Medium,Not Sensitive,0,1,Low,Desktop,Other,2024-05-10,True,False,Planned,Express,1,HT,26-35
72-694-4159,39,Female,Middle,Married,Bachelor's,Middle,Tewulike,Electronics,379.21,9,Mixed,1,5,1.0,Low,Somewhat Sensitive,1,1,High,Smartphone,PayPal,2024-09-18,True,True,Impulsive,No Preference,1,Unknown,36-45
47-460-8015,48,Male,Middle,Divorced,Master's,High,Yaizu,Books,359.45,6,Online,4,1,2.0,Low,Not Sensitive,1,8,Medium,Desktop,Other,2024-03-06,False,False,Impulsive,Standard,11,JP,46-55
06-061-0023,20,Female,High,Widowed,High School,Middle,Kembé,Hotels,479.62,8,In-Store,3,1,2.0,High,Not Sensitive,1,3,Low,Tablet,Other,2024-04-19,False,False,Planned,Express,10,Unknown,18-25
60-005-5187,25,Male,Middle,Single,High School,High,Bailadores,Electronics,197.9,3,Mixed,2,1,2.0,Medium,Not Sensitive,0,8,High,Desktop,Debit Card,2024-01-18,True,True,Wants-based,Standard,14,VE,18-25
24-371-5870,49,Male,Middle,Single,Bachelor's,High,Masuda,Home Appliances,362.3,7,Online,4,2,0.2,Low,Not Sensitive,0,4,Low,Tablet,Other,2024-09-30,True,True,Planned,Standard,6,JP,46-55
02-055-8248,25,Female,High,Divorced,Bachelor's,High,Martanesh,Health Supplements,159.53,11,Mixed,3,4,2.0,Low,Very Sensitive,0,3,Low,Desktop,Cash,2024-04-27,True,True,Impulsive,Express,7,Unknown,18-25
48-271-1908,40,Other,High,Single,Bachelor's,High,Oke Ila,Baby Products,308.58,11,Online,2,5,2.0,Medium,Not Sensitive,0,7,Medium,Smartphone,Debit Card,2024-05-21,False,True,Need-based,Express,12,NG,36-45
53-595-7635,25,Female,High,Divorced,High School,Middle,Pingtang,Luxury Goods,455.44,7,Mixed,4,2,1.0,Low,Very Sensitive,2,3,Low,Smartphone,Other,2024-05-07,False,False,Need-based,No Preference,3,Unknown,18-25
08-185-6608,32,Female,High,Divorced,Master's,Middle,Podbrdo,Baby Products,468.16,8,Online,3,5,1.0,Low,Somewhat Sensitive,1,5,High,Desktop,Credit Card,2024-01-22,False,False,Planned,Standard,2,Unknown,26-35
41-366-4205,50,Female,High,Single,High School,Middle,Paquera,Gardening & Outdoors,69.78,9,Mixed,4,3,2.0,Low,Very Sensitive,0,6,Low,Tablet,Cash,2024-03-28,True,False,Wants-based,No Preference,9,Unknown,46-55
77-241-7621,26,Male,High,Married,Bachelor's,High,Warudoyong,Food & Beverages,453.37,10,Mixed,1,1,2.0,Low,Very Sensitive,0,6,High,Desktop,Credit Card,2024-03-11,True,True,Wants-based,Express,9,Unknown,26-35
53-091-2176,21,Female,High,Widowed,Bachelor's,Middle,Béziers,Baby Products,106.15,12,In-Store,4,4,0.3,Low,Somewhat Sensitive,0,5,Medium,Desktop,Cash,2024-03-30,True,True,Impulsive,Standard,8,FR,18-25
48-203-9118,21,Female,Middle,Single,High School,High,Dongzhou,Health Care,378.47,6,Online,5,2,0.33,Medium,Not Sensitive,1,10,Low,Tablet,Other,2024-12-08,False,False,Planned,Express,2,Unknown,18-25
